id,name_th,name_en,name_ja,city,area,category,tags,lat,lng,open_hours,closed_days,avg_visit_min,avg_cost_jpy,tips,quality_score
jp-tky-omoide-yokocho,โอโมอิเดะโยโกโจ,Omoide Yokocho,思い出横丁,โตเกียว,ชินจูกุ,ย่านกลางคืน,ของกิน|กลางคืน|บรรยากาศเก่า,35.6935,139.6994,17:00–23:00,,90,3000,ร้านเล็กมาก 4 คนอาจต้องแยกโต๊ะ,82
jp-tky-golden-gai,โกลเด้นไก,Golden Gai,ゴールデン街,โตเกียว,ชินจูกุ,ย่านกลางคืน,กลางคืน|บาร์,35.6938,139.7044,20:00–02:00,,90,3000,หลายร้านมีค่าที่นั่ง ถามก่อนเข้า,76
jp-tky-kabukicho,คาบูกิโจ,Kabukicho,歌舞伎町,โตเกียว,ชินจูกุ,ย่านกลางคืน,กลางคืน,35.6950,139.7010,ตลอดวัน,,45,0,ระวังคนชวนเข้าร้าน อย่าตามไป,65
jp-tky-tokyo-tower,โตเกียวทาวเวอร์,Tokyo Tower,東京タワー,โตเกียว,มินาโตะ,จุดชมวิว,วิวสวย|กลางคืน,35.6586,139.7454,09:00–22:30,,75,1200,ถ่ายรูปจากข้างล่างแถวศาลเจ้าโซโจจิได้มุมสวย,80
jp-tky-zojoji,วัดโซโจจิ,Zojo-ji Temple,増上寺,โตเกียว,มินาโตะ,วัด,ฟรี|ถ่ายรูปสวย,35.6574,139.7486,06:00–17:30,,45,0,มุมถ่ายวัดคู่โตเกียวทาวเวอร์อยู่ด้านหน้า,78
jp-tky-tsukiji,ตลาดนอกสึกิจิ,Tsukiji Outer Market,築地場外市場,โตเกียว,สึกิจิ,ตลาด/ของกิน,ของกิน|ไปเช้า,35.6654,139.7707,05:00–14:00,อาทิตย์,90,2500,ไปก่อน 9 โมงของยังครบ ร้านหลายร้านปิดบ่าย,88
jp-tky-toyosu,ตลาดปลาโทโยสุ,Toyosu Market,豊洲市場,โตเกียว,โทโยสุ,ตลาด/ของกิน,ของกิน|ไปเช้ามาก,35.6455,139.7864,05:00–13:00,อาทิตย์,120,3000,ประมูลปลาทูน่าต้องจองล่วงหน้าและไปตี 5,80
jp-tky-ueno-park,สวนอุเอโนะ,Ueno Park,上野公園,โตเกียว,อุเอโนะ,สวนสาธารณะ,ฟรี|ซากุระ|ครอบครัว,35.7141,139.7744,ตลอดวัน,,60,0,ช่วงซากุระคนเยอะมาก มีพิพิธภัณฑ์หลายแห่งรอบสวน,82
jp-tky-ueno-museum,พิพิธภัณฑ์แห่งชาติโตเกียว,Tokyo National Museum,東京国立博物館,โตเกียว,อุเอโนะ,พิพิธภัณฑ์,ในร่ม|ประวัติศาสตร์,35.7188,139.7764,09:30–17:00,จันทร์,120,1000,ปิดวันจันทร์ ของสะสมญี่ปุ่นเยอะที่สุดในประเทศ,84
jp-tky-ameyoko,ตลาดอะเมโยโกะ,Ameyoko Market,アメ横,โตเกียว,อุเอโนะ,ตลาด,ของกิน|ช้อปปิ้ง|ราคาถูก,35.7100,139.7745,10:00–19:00,,60,1500,ต่อราคาได้บ้าง ของกินริมทางเยอะ,76
jp-tky-akihabara,อากิฮาบาระ,Akihabara,秋葉原,โตเกียว,อากิฮาบาระ,ย่านช้อปปิ้ง,อนิเมะ|ช้อปปิ้ง|ในร่ม,35.7022,139.7745,11:00–20:00,,120,3000,ร้านการ์ดและฟิกเกอร์มือสองอยู่ตรอกหลังสถานี,80
jp-tky-ginza,กินซ่า,Ginza,銀座,โตเกียว,กินซ่า,ย่านช้อปปิ้ง,ช้อปปิ้ง|แบรนด์เนม,35.6717,139.7650,11:00–20:00,,90,0,วันหยุดถนนใหญ่ปิดให้เดิน 12:00–17:00,76
jp-tky-roppongi-hills,รปปงหงิฮิลส์,Roppongi Hills,六本木ヒルズ,โตเกียว,รปปงหงิ,จุดชมวิว,วิวสวย|ในร่ม,35.6605,139.7292,10:00–22:00,,90,2000,วิวเห็นโตเกียวทาวเวอร์ชัดกว่าฝั่ง Skytree,80
jp-tky-imperial-palace,สวนพระราชวังอิมพีเรียล,Imperial Palace East Gardens,皇居東御苑,โตเกียว,ชิโยดะ,สวนสาธารณะ,ฟรี|ประวัติศาสตร์,35.6852,139.7528,09:00–16:00,จันทร์|ศุกร์,60,0,ปิดวันจันทร์และศุกร์ ตัวพระราชวังเข้าไม่ได้,74
jp-tky-yanaka,ย่านยานากะ,Yanaka Ginza,谷中銀座,โตเกียว,ยานากะ,ย่านเก่า,ของกิน|บรรยากาศเก่า|แมว,35.7276,139.7660,10:00–18:00,,75,1000,ย่านโตเกียวเก่าที่รอดจากสงคราม เดินสบาย คนไม่เยอะ,78
jp-tky-nakameguro,นากาเมงุโระ,Nakameguro,中目黒,โตเกียว,นากาเมงุโระ,ย่านชิลล์,คาเฟ่|ซากุระ|เดินเล่น,35.6440,139.6989,ตลอดวัน,,90,800,ริมคลองช่วงซากุระสวยมาก มีคาเฟ่เยอะ,80
jp-tky-shimokitazawa,ชิโมคิตะซาวะ,Shimokitazawa,下北沢,โตเกียว,ชิโมคิตะซาวะ,ย่านชิลล์,มือสอง|คาเฟ่|เดินเล่น,35.6613,139.6680,11:00–20:00,,120,1500,ร้านเสื้อมือสองและคาเฟ่เล็ก ๆ เยอะ,78
jp-tky-ikebukuro,อิเคะบุคุโระ,Ikebukuro,池袋,โตเกียว,อิเคะบุคุโระ,ย่านช้อปปิ้ง,ช้อปปิ้ง|อนิเมะ|ในร่ม,35.7295,139.7109,10:00–21:00,,90,2000,Sunshine City มีอควาเรียมและร้านอนิเมะครบ,74
jp-tky-sunshine-aquarium,ซันไชน์อควาเรียม,Sunshine Aquarium,サンシャイン水族館,โตเกียว,อิเคะบุคุโระ,อควาเรียม,ในร่ม|ครอบครัว|วันฝนตก,35.7290,139.7190,09:30–21:00,,90,2600,อยู่บนดาดฟ้าตึก เหมาะเป็นแผนสำรองวันฝนตก,74
jp-tky-odaiba,โอไดบะ,Odaiba,お台場,โตเกียว,โอไดบะ,ย่านเที่ยว,ครอบครัว|วิวสวย|กลางคืน,35.6297,139.7742,ตลอดวัน,,150,1000,กันดั้มยูนิคอร์นมีโชว์เปลี่ยนร่างตามรอบ,76
jp-tky-disneyland,โตเกียวดิสนีย์แลนด์,Tokyo Disneyland,東京ディズニーランド,โตเกียว,อุระยาสุ,สวนสนุก,ต้องจองล่วงหน้า|ใช้ทั้งวัน|ครอบครัว,35.6329,139.8804,09:00–21:00,,600,9400,ซื้อตั๋วล่วงหน้าเท่านั้น ใช้ทั้งวันเต็ม ๆ,90
jp-tky-disneysea,โตเกียวดิสนีย์ซี,Tokyo DisneySea,東京ディズニーシー,โตเกียว,อุระยาสุ,สวนสนุก,ต้องจองล่วงหน้า|ใช้ทั้งวัน,35.6267,139.8850,09:00–21:00,,600,9400,ผู้ใหญ่ชอบมากกว่าดิสนีย์แลนด์ มีโซนใหม่ Fantasy Springs,92
jp-tky-ghibli-museum,พิพิธภัณฑ์กิบลิ,Ghibli Museum,三鷹の森ジブリ美術館,โตเกียว,มิตากะ,พิพิธภัณฑ์,ต้องจองล่วงหน้า|ในร่ม,35.6962,139.5704,10:00–18:00,อังคาร,120,1000,ตั๋วขายล่วงหน้าเดือนละครั้งและหมดเร็วมาก,88
jp-tky-kichijoji,คิจิโจจิ,Kichijoji,吉祥寺,โตเกียว,คิจิโจจิ,ย่านชิลล์,คาเฟ่|สวนสาธารณะ|เดินเล่น,35.7030,139.5800,10:00–20:00,,120,1500,สวนอิโนคาชิระอยู่ติดกัน ต่อจากกิบลิได้พอดี,78
jp-tky-toyosu-lalaport,ลาลาพอร์ตโทโยสุ,LaLaport Toyosu,ららぽーと豊洲,โตเกียว,โทโยสุ,ห้างสรรพสินค้า,ในร่ม|ครอบครัว|วันฝนตก,35.6558,139.7930,10:00–21:00,,90,2000,อยู่ติด teamLab Planets เดินต่อได้,66
jp-tky-don-quijote-shibuya,ดองกิ ชิบูย่า,Don Quijote Shibuya,ドン・キホーテ渋谷,โตเกียว,ชิบูย่า,ร้านค้า,ช้อปปิ้ง|กลางคืน|ของฝาก,35.6614,139.6989,ตลอดวัน,,60,3000,เปิด 24 ชม. ซื้อของฝากรอบดึกได้,70
jp-tky-harajuku-cafe,คาเฟ่ฮาราจูกุ,Harajuku Cafe Street,原宿カフェ,โตเกียว,ฮาราจูกุ,คาเฟ่,คาเฟ่|ของหวาน,35.6702,139.7050,11:00–19:00,,60,1200,ร้านแพนเค้กคิวยาวช่วงบ่าย,68
jp-tky-ramen-street,ราเมนสตรีทสถานีโตเกียว,Tokyo Ramen Street,東京ラーメンストリート,โตเกียว,สถานีโตเกียว,ร้านอาหาร,ของกิน|ในร่ม,35.6812,139.7671,11:00–22:00,,60,1200,อยู่ใต้สถานีโตเกียว แวะก่อนขึ้นชินคันเซ็นได้,74
jp-tky-ebisu,เอบิสุ,Ebisu,恵比寿,โตเกียว,เอบิสุ,ย่านกิน,ของกิน|กลางคืน|ผู้ใหญ่,35.6467,139.7100,17:00–23:00,,90,3000,ร้านอิซากายะดีกว่าฝั่งชิบูย่าและคนน้อยกว่า,72
jp-yok-minatomirai,มินาโตะมิไร,Minato Mirai,みなとみらい,โยโกฮาม่า,มินาโตะมิไร,ย่านเที่ยว,วิวสวย|กลางคืน|เดินเล่น,35.4558,139.6317,ตลอดวัน,,120,0,ไฟกลางคืนสวยมาก เดินเลียบอ่าวได้ยาว,86
jp-yok-cup-noodles,พิพิธภัณฑ์คัพนูดเดิ้ล,CUPNOODLES Museum,カップヌードルミュージアム,โยโกฮาม่า,มินาโตะมิไร,พิพิธภัณฑ์,ในร่ม|ครอบครัว|กิจกรรม,35.4553,139.6383,10:00–18:00,อังคาร,90,500,ทำถ้วยบะหมี่ของตัวเองได้ เสียเพิ่ม 500 เยน,84
jp-yok-red-brick,โกดังอิฐแดง,Yokohama Red Brick Warehouse,横浜赤レンガ倉庫,โยโกฮาม่า,มินาโตะมิไร,ย่านเที่ยว,ถ่ายรูปสวย|ของกิน,35.4527,139.6425,11:00–20:00,,75,1500,ช่วงหน้าหนาวมีตลาดคริสต์มาสและลานสเกต,80
jp-yok-chinatown,ไชน่าทาวน์โยโกฮาม่า,Yokohama Chinatown,横浜中華街,โยโกฮาม่า,ไชน่าทาวน์,ย่านกิน,ของกิน|เดินเล่น,35.4437,139.6425,10:00–21:00,,90,2000,ไชน่าทาวน์ใหญ่ที่สุดในญี่ปุ่น ซาลาเปาริมทางอร่อย,80
jp-yok-sankeien,สวนซังเคเอ็น,Sankeien Garden,三溪園,โยโกฮาม่า,นากะ,สวนญี่ปุ่น,ธรรมชาติ|ใบไม้เปลี่ยนสี|เงียบสงบ,35.4200,139.6600,09:00–17:00,,75,900,สวนญี่ปุ่นแท้ ๆ คนน้อยกว่าในโตเกียวมาก,76
jp-kam-kotokuin,หลวงพ่อโตคามาคุระ,Kotoku-in Great Buddha,鎌倉大仏,คามาคุระ,ฮาเสะ,วัด,ต้องไป|ถ่ายรูปสวย,35.3167,139.5358,08:00–17:30,,45,300,เข้าไปในองค์พระได้เสียเพิ่ม 50 เยน,88
jp-kam-hasedera,วัดฮาเซเดระ,Hasedera Temple,長谷寺,คามาคุระ,ฮาเสะ,วัด,วิวสวย|ธรรมชาติ,35.3125,139.5333,08:00–17:00,,60,400,จุดชมวิวเห็นทะเล ช่วงไฮเดรนเยียเดือนมิถุนายนสวยมาก,82
jp-kam-tsurugaoka,ศาลเจ้าสึรุงาโอกะ,Tsurugaoka Hachimangu,鶴岡八幡宮,คามาคุระ,คามาคุระ,ศาลเจ้า,ฟรี|ประวัติศาสตร์,35.3261,139.5563,06:00–20:30,,45,0,ถนนโคมาจิที่เดินมาจากสถานีมีของกินเยอะ,80
jp-kam-kamakurakokomae,ทางข้ามรถไฟคามาคุระโคโค,Kamakurakokomae Crossing,鎌倉高校前,คามาคุระ,ชิจิริงาฮามะ,จุดถ่ายรูป,ถ่ายรูปสวย|ฟรี|ทะเล,35.3067,139.5006,ตลอดวัน,,30,0,ฉากในสแลมดังก์ คนเยอะมากช่วงบ่าย ระวังรถ,82
jp-kam-enoshima,เกาะเอโนชิมะ,Enoshima,江の島,ฟูจิซาวะ,เอโนชิมะ,เกาะ,ทะเล|เดินเยอะ|วิวสวย,35.2996,139.4805,08:30–17:00,,150,1000,เดินขึ้นเขาเยอะ มีบันไดเลื่อนเสียเงินแยก,80
jp-fuj-chureito,เจดีย์ชูเรโตะ,Chureito Pagoda,忠霊塔,ฟูจิโยชิดะ,อาราคุระ,จุดถ่ายรูป,เห็นฟูจิ|ถ่ายรูปสวย|เดินเยอะ,35.5006,138.8000,ตลอดวัน,,60,0,ขึ้นบันได 400 ขั้น ไปเช้าฟ้าใสกว่าและเห็นฟูจิชัด,90
jp-fuj-oishi-park,สวนโออิชิ,Oishi Park,大石公園,คาวากูจิโกะ,คาวากูจิโกะ,สวนสาธารณะ,เห็นฟูจิ|ฟรี|ถ่ายรูปสวย,35.5236,138.7411,ตลอดวัน,,45,0,ริมทะเลสาบ มุมฟูจิสะท้อนน้ำสวยที่สุดตอนเช้า,86
jp-fuj-oshino-hakkai,หมู่บ้านน้ำใสโอชิโนะฮักไก,Oshino Hakkai,忍野八海,โอชิโนะ,โอชิโนะ,หมู่บ้าน,เห็นฟูจิ|ถ่ายรูปสวย|ของกิน,35.4600,138.8300,09:00–17:00,,60,0,บ่อน้ำใสมาก ที่จอดรถเสียเงิน คนทัวร์เยอะช่วงสาย,80
jp-fuj-kawaguchiko,ทะเลสาบคาวากูจิโกะ,Lake Kawaguchiko,河口湖,คาวากูจิโกะ,คาวากูจิโกะ,ธรรมชาติ,เห็นฟูจิ|เดย์ทริป|ออนเซ็น,35.5171,138.7529,ตลอดวัน,,240,0,นั่งรถบัสจากชินจูกุ 2 ชม. จองล่วงหน้าช่วงไฮซีซั่น,88
jp-fuj-ropeway,กระเช้าคาชิคาชิ,Mt. Fuji Panoramic Ropeway,富士山パノラマロープウェイ,คาวากูจิโกะ,คาวากูจิโกะ,จุดชมวิว,เห็นฟูจิ|วิวสวย,35.5117,138.7561,09:00–17:00,,45,900,ขึ้นไปดูวิวทะเลสาบคู่ฟูจิ คิวยาวช่วงบ่าย,76
jp-kaw-koedo,คาวาโกเอะเมืองเก่า,Kawagoe Kurazukuri Street,川越蔵造りの町並み,คาวาโกเอะ,คาวาโกเอะ,ย่านเก่า,บรรยากาศเก่า|ของกิน|ชุดกิโมโน,35.9252,139.4850,10:00–17:00,,120,1500,เรียก "โตเกียวน้อย" เดินจากสถานี 15 นาที,80
jp-kaw-kashiya,ตรอกขนมคาวาโกเอะ,Kashiya Yokocho,菓子屋横丁,คาวาโกเอะ,คาวาโกเอะ,ตลาด,ของกิน|ของฝาก,35.9264,139.4837,10:00–17:00,,45,800,ขนมโบราณและมันหวานเผา ร้านปิดค่อนข้างเร็ว,72
jp-nik-toshogu,ศาลเจ้าโทโชกุ,Nikko Toshogu,日光東照宮,นิกโก้,นิกโก้,ศาลเจ้า,มรดกโลก|ประวัติศาสตร์|เดย์ทริป,36.7581,139.5989,09:00–17:00,,120,1600,จากโตเกียวไป-กลับได้ในวันเดียวแต่ต้องออกเช้ามาก,84
jp-hak-owakudani,โอวาคุดานิ,Owakudani,大涌谷,ฮาโกเน่,ฮาโกเน่,ธรรมชาติ,ออนเซ็น|เห็นฟูจิ|เดย์ทริป,35.2445,139.0197,09:00–16:00,,60,0,ไข่ดำต้มบ่อกำมะถัน บางวันปิดเพราะแก๊ส เช็กก่อนไป,78
jp-hak-ashi,ทะเลสาบอาชิ,Lake Ashi,芦ノ湖,ฮาโกเน่,ฮาโกเน่,ธรรมชาติ,เห็นฟูจิ|เรือ|วิวสวย,35.2069,139.0247,09:00–17:00,,90,1200,เรือโจรสลัดข้ามทะเลสาบ วิวฟูจิถ้าฟ้าใส,80
jp-kyo-fushimi-inari,ศาลเจ้าฟุชิมิอินาริ,Fushimi Inari Taisha,伏見稲荷大社,เกียวโต,ฟุชิมิ,ศาลเจ้า,ต้องไป|ฟรี|ไปเช้าดี|เดินเยอะ,34.9671,135.7727,เปิด 24 ชม.,,120,0,ไปก่อน 8 โมงคนน้อยมาก เดินขึ้นยอดเขาใช้เวลา 2 ชม.,95
jp-kyo-kiyomizu,วัดคิโยมิสึ,Kiyomizu-dera,清水寺,เกียวโต,ฮิงาชิยามะ,วัด,ต้องไป|วิวสวย|ใบไม้เปลี่ยนสี,34.9949,135.7850,06:00–18:00,,90,500,ทางเดินซันเนนซากะขึ้นมาสวยแต่คนเยอะมากช่วงสาย,92
jp-kyo-arashiyama,ป่าไผ่อาราชิยาม่า,Arashiyama Bamboo Grove,嵐山竹林,เกียวโต,อาราชิยาม่า,ธรรมชาติ,ฟรี|ถ่ายรูปสวย|ไปเช้าเลี่ยงคน,35.0176,135.6685,ตลอดวัน,,45,0,ไปก่อน 8 โมงจะได้รูปไม่มีคน หลัง 10 โมงแน่นมาก,90
jp-kyo-tenryuji,วัดเทนริวจิ,Tenryu-ji Temple,天龍寺,เกียวโต,อาราชิยาม่า,วัด,มรดกโลก|สวนญี่ปุ่น,35.0158,135.6739,08:30–17:00,,60,800,สวนหลังวัดเชื่อมออกป่าไผ่พอดี,82
jp-kyo-kinkakuji,วัดคินคาคุจิ,Kinkaku-ji Golden Pavilion,金閣寺,เกียวโต,คิตะ,วัด,ต้องไป|ถ่ายรูปสวย,35.0394,135.7292,09:00–17:00,,45,500,ทางเดินทางเดียว ใช้เวลาไม่นาน เหมาะรวมกับที่อื่น,88
jp-kyo-ginkakuji,วัดกินคาคุจิ,Ginkaku-ji Silver Pavilion,銀閣寺,เกียวโต,ซาเกียว,วัด,สวนญี่ปุ่น|เดินเล่น,35.0270,135.7982,08:30–17:00,,60,500,ต่อทางเดินนักปรัชญาได้เลย,80
jp-kyo-philosopher,ทางเดินนักปรัชญา,Philosopher's Path,哲学の道,เกียวโต,ซาเกียว,เดินเล่น,ฟรี|ซากุระ|เงียบสงบ,35.0270,135.7947,ตลอดวัน,,60,0,ริมคลองยาว 2 กม. ช่วงซากุระสวยที่สุด,78
jp-kyo-gion,ย่านกิออน,Gion District,祇園,เกียวโต,กิออน,ย่านเก่า,บรรยากาศเก่า|กลางคืน|เกอิชา,35.0037,135.7788,ตลอดวัน,,75,0,ห้ามถ่ายรูปในตรอกส่วนตัว มีป้ายเตือนและค่าปรับ,84
jp-kyo-nishiki,ตลาดนิชิกิ,Nishiki Market,錦市場,เกียวโต,นากาเงียว,ตลาด/ของกิน,ของกิน|ในร่ม,35.0050,135.7649,09:00–18:00,,60,2000,ห้ามเดินกินในตลาด ยืนกินหน้าร้านแทน,82
jp-kyo-tofukuji,วัดโทฟุคุจิ,Tofuku-ji Temple,東福寺,เกียวโต,ฮิงาชิยามะ,วัด,ใบไม้เปลี่ยนสี|สวนญี่ปุ่น,34.9766,135.7742,09:00–16:00,,60,600,ใบไม้แดงกลางเดือนพฤศจิกายนสวยที่สุดในเกียวโต,84
jp-kyo-nijo,ปราสาทนิโจ,Nijo Castle,二条城,เกียวโต,นากาเงียว,ปราสาท,ประวัติศาสตร์|มรดกโลก,35.0142,135.7481,08:45–16:00,อังคาร,90,1300,พื้นไม้ร้องเอี๊ยดกันลอบสังหาร เดินในปราสาทได้,80
jp-kyo-sanjusangendo,วัดซันจูซังเก็นโด,Sanjusangendo,三十三間堂,เกียวโต,ฮิงาชิยามะ,วัด,ในร่ม|ประวัติศาสตร์,34.9879,135.7717,08:30–17:00,,45,600,พระพันองค์เรียงยาว ห้ามถ่ายรูปข้างใน,78
jp-osa-dotonbori,โดทงโบริ,Dotonbori,道頓堀,โอซาก้า,นัมบะ,ย่านกลางคืน,ของกิน|กลางคืน|ถ่ายรูปสวย,34.6687,135.5031,ตลอดวัน,,90,3000,ป้ายกูลิโกะอยู่ฝั่งสะพานเอบิสุบาชิ,88
jp-osa-kuromon,ตลาดคุโรมง,Kuromon Ichiba Market,黒門市場,โอซาก้า,นิปปมบาชิ,ตลาด/ของกิน,ของกิน|ไปเช้า,34.6653,135.5061,09:00–18:00,,60,2500,ซีฟู้ดย่างสด ๆ ราคาสูงกว่าตลาดทั่วไป,80
jp-osa-castle,ปราสาทโอซาก้า,Osaka Castle,大阪城,โอซาก้า,ชูโอ,ปราสาท,ประวัติศาสตร์|ซากุระ|วิวสวย,34.6873,135.5262,09:00–17:00,,90,600,สวนรอบปราสาทฟรี ขึ้นหอคอยถึงเสียเงิน,84
jp-osa-usj,ยูนิเวอร์แซลสตูดิโอเจแปน,Universal Studios Japan,ユニバーサル・スタジオ・ジャパン,โอซาก้า,โคโนฮานะ,สวนสนุก,ต้องจองล่วงหน้า|ใช้ทั้งวัน,34.6654,135.4323,09:00–21:00,,600,8600,โซนนินเทนโดต้องมี Area Timed Entry ซื้อแยก,90
jp-osa-shinsekai,ชินเซไก,Shinsekai,新世界,โอซาก้า,นานิวะ,ย่านเก่า,ของกิน|กลางคืน|บรรยากาศเก่า,34.6524,135.5063,11:00–22:00,,60,1500,คุชิคัตสึห้ามจิ้มซอสซ้ำ เป็นกฎจริงจัง,76
jp-osa-umeda-sky,อุเมดะสกายบิลดิง,Umeda Sky Building,梅田スカイビル,โอซาก้า,คิตะ,จุดชมวิว,วิวสวย|กลางคืน,34.7052,135.4903,09:30–22:30,,60,1500,ลานชมวิวกลางแจ้ง ลมแรงช่วงหน้าหนาว,80
jp-osa-tsutenkaku,หอคอยสึเทนคาคุ,Tsutenkaku Tower,通天閣,โอซาก้า,นานิวะ,จุดชมวิว,วิวสวย,34.6525,135.5063,10:00–20:00,,45,900,สัญลักษณ์ของชินเซไก มีสไลเดอร์ลงจากหอคอย,68
jp-nar-park,สวนกวางนารา,Nara Park,奈良公園,นารา,นารา,สวนสาธารณะ,เดย์ทริป|ครอบครัว|กวาง,34.6850,135.8430,ตลอดวัน,,120,0,ซื้อขนมกวางได้ในสวน กวางดุช่วงฤดูผสมพันธุ์,86
jp-nar-todaiji,วัดโทไดจิ,Todai-ji Temple,東大寺,นารา,นารา,วัด,มรดกโลก|ต้องไป,34.6889,135.8398,08:00–17:00,,60,800,พระใหญ่ในอาคารไม้ที่ใหญ่ที่สุดในโลก,88
jp-kob-harborland,โกเบฮาร์เบอร์แลนด์,Kobe Harborland,神戸ハーバーランド,โกเบ,ชูโอ,ย่านเที่ยว,วิวสวย|กลางคืน|ของกิน,34.6790,135.1810,10:00–22:00,,90,1500,วิวอ่าวกลางคืนสวย ต่อจากโอซาก้า 30 นาที,72
jp-him-castle,ปราสาทฮิเมจิ,Himeji Castle,姫路城,ฮิเมจิ,ฮิเมจิ,ปราสาท,มรดกโลก|ซากุระ|ประวัติศาสตร์,34.8394,134.6939,09:00–16:00,,120,1000,ปราสาทไม้ดั้งเดิมที่สมบูรณ์ที่สุดในญี่ปุ่น บันไดชัน,88
jp-tky-hotel-shinjuku,ที่พักย่านชินจูกุ,Shinjuku area hotel,新宿エリアホテル,โตเกียว,ชินจูกุ,ที่พัก,ที่พัก|เดินทางสะดวก,35.6896,139.7006,เช็กอิน 15:00,,0,12000,ชินจูกุต่อรถไฟไปไหนก็ง่ายที่สุดสำหรับทริปแรก,80
jp-tky-hotel-ueno,ที่พักย่านอุเอโนะ,Ueno area hotel,上野エリアホテル,โตเกียว,อุเอโนะ,ที่พัก,ที่พัก|ราคาถูก,35.7138,139.7770,เช็กอิน 15:00,,0,8000,ถูกกว่าชินจูกุและขึ้นเคเซสกายไลเนอร์ไปนาริตะสะดวก,76
jp-kyo-hotel-kyoto,ที่พักใกล้สถานีเกียวโต,Kyoto Station area hotel,京都駅エリアホテル,เกียวโต,ชิโมเกียว,ที่พัก,ที่พัก|เดินทางสะดวก,34.9858,135.7588,เช็กอิน 15:00,,0,11000,อยู่ใกล้สถานีขึ้นรถบัสไปวัดต่าง ๆ ได้ทุกสาย,78
